college_code,college_name,district,college_type,branch_code,branch_name,oc,bc,bcm,mbc,sc,sca,st,oc_partial,bc_partial,bcm_partial,mbc_partial,sc_partial,sca_partial,st_partial
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,BY,BIO MEDICAL ENGINEERING  (SS),2729,5854,4641,4537,19808,47566,,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,CE,CIVIL  ENGINEERING,2715,5419,8060,4181,14532,10516,,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,CM,COMPUTER SCIENCE AND ENGINEERING (SS),176,335,670,384,2191,7449,,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,CS,COMPUTER SCIENCE AND ENGINEERING,44,83,429,138,1018,2560,5995,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,107,319,1023,467,1266,1878,,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,1017,1616,1672,1794,5223,12353,8249,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,EL,Electronics Engineering (VLSI Design and Technology) (SS),1180,1557,2976,2429,7100,,56304,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),415,498,1021,1075,3717,6057,23107,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,GI,GEO INFORMATICS,6789,11621,9876,14021,29764,33519,,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,IE,INDUSTRIAL ENGINEERING,7668,14193,14031,15940,31048,56869,49213,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,IM,INFORMATION TECHNOLOGY (SS),525,859,930,1089,3833,6904,4254,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,MA,MATERIAL SCIENCE AND ENGINEERING (SS),9017,14510,10240,15502,33438,69507,,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,ME,MECHANICAL ENGINEERING,2993,4962,3950,5155,12487,20217,16460,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,MI,MINING ENGINEERING,6088,13457,14291,9128,22211,55189,,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,MN,MANUFACTURING ENGINEERING,10259,17813,13785,16601,33473,55954,46668,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,PT,PRINTING & PACKING TECHNOLOGY,16859,30405,50519,37157,49852,87940,48705,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,XC,CIVIL ENGINEERING (TAMIL MEDIUM),10951,26179,22364,22031,49912,72160,,0,0,0,0,0,0,0
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),11782,25325,14310,25822,57016,,68099,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,AP,APPAREL TECHNOLOGY (SS),40555,55773,67526,69945,80792,,80634,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,CH,CHEMICAL  ENGINEERING,4922,7714,7986,8979,21652,23197,66797,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,CL,CHEMICAL  ENGINEERING (SS),8650,12655,9081,14231,30015,55284,89399,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,CR,CERAMIC TECHNOLOGY (SS),33776,50370,73624,47593,87475,130137,33015,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,FS,FOOD TECHNOLOGY (SS),16367,24722,21312,24814,40837,,,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,IB,INDUSTRIAL BIO TECHNOLOGY,5456,11580,7798,10239,35529,49066,,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,IS,INDUSTRIAL BIO TECHNOLOGY (SS),7552,12966,9238,21143,25697,60977,,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,LE,LEATHER TECHNOLOGY,41069,60577,72092,67583,69359,153660,,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,PM,PHARMACEUTICAL TECHNOLOGY (SS),15594,28409,26194,25833,54731,122105,,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,PP,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),15317,28132,27097,25400,34279,60142,55450,0,0,0,0,0,0,0
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,TX,TEXTILE TECHNOLOGY,32936,55858,76714,63041,55951,153550,,0,0,0,0,0,0,0
3,School of Architecture and Planning  Anna University Chennai 600025,CHENNAI,CEG DEPTS,BP,B.Plan,12874,26373,28015,26412,49615,53206,,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,AE,AERONAUTICAL ENGINEERING,1812,4002,7781,3413,6515,32904,47783,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),750,1148,2003,1460,3815,11293,,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,AU,AUTOMOBILE ENGINEERING,6553,9880,10099,12078,25581,55609,,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,CM,COMPUTER SCIENCE AND ENGINEERING (SS),749,941,1337,1206,4723,7666,13686,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,CS,COMPUTER SCIENCE AND ENGINEERING,327,552,802,1039,2365,8661,3558,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,700,1083,1285,1365,3803,6848,4114,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,2016,2634,3295,3227,12023,,58219,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),1144,1343,1497,1619,5590,8649,19823,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,IM,INFORMATION TECHNOLOGY (SS),1158,1506,1408,1594,6325,15171,10851,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,PR,PRODUCTION ENGINEERING,10386,18615,14339,18981,27228,49221,,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,RA,ROBOTICS AND AUTOMATION (SS),2118,2983,2210,3867,13024,18770,,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,RP,RUBBER AND PLASTIC TECHNOLOGY,22185,36227,38174,40028,53941,94730,,0,0,0,0,0,0,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,60031,108331,157179,109770,124748,145387,,0,0,0,0,0,1,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,16354,26672,29534,25863,61984,62429,51304,0,0,0,0,0,0,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,27254,39021,45145,36387,83293,133284,51607,0,0,0,0,0,0,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,39694,50615,80950,57841,102235,66352,88707,0,0,0,0,0,0,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,73157,104322,162096,104152,116293,157275,161996,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,19901,33730,42651,34234,37137,80087,70419,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,1814,3208,3682,2593,10260,13881,,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,2259,3548,3539,4036,12457,3194,9076,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,4975,7047,6532,6575,23102,30914,,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,7433,10996,18403,9763,36211,69968,63982,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,IB,INDUSTRIAL BIO TECHNOLOGY,24929,36669,47934,45463,71041,81618,32638,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,IT,INFORMATION TECHNOLOGY,2818,3786,4675,4346,13646,21237,7289,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,14082,20997,26467,26597,46725,68288,,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,PR,PRODUCTION ENGINEERING,26729,39641,38860,46329,69674,74117,31364,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,78345,146773,175655,102667,123191,182844,,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,25086,40216,58744,36803,73176,86171,,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,34153,45273,69934,45939,94276,115733,,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,52710,73079,84110,74279,113392,103987,121021,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,81374,112314,165055,102015,143614,100932,139365,0,0,0,0,0,0,0
2603,Government College of Engineering (Autonomous)  Bargur  Krishnagiri District 635104,KRISHNAGIRI,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,12774,21890,20046,17543,49817,92374,,0,0,0,0,0,0,0
2603,Government College of Engineering (Autonomous)  Bargur  Krishnagiri District 635104,KRISHNAGIRI,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,20502,28286,33246,26114,60488,61138,77908,0,0,0,0,0,0,0
2603,Government College of Engineering (Autonomous)  Bargur  Krishnagiri District 635104,KRISHNAGIRI,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30872,41843,64913,45371,67537,86874,70688,0,0,0,0,0,0,0
2603,Government College of Engineering (Autonomous)  Bargur  Krishnagiri District 635104,KRISHNAGIRI,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,53077,79605,64923,69248,103628,132349,,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,35050,53111,47009,47755,72084,95344,75689,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,4637,6714,6665,5980,22885,11054,45266,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,6266,7935,8897,7844,28992,57939,46044,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,10928,14471,18433,14384,37736,55896,,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,26419,43604,41075,48373,70007,82777,98525,0,0,0,0,0,0,0
